,REF_DATE,GEO,DGUID,Indicators,Products,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
16,2014,Canada,2016A11124,Total domestic supply,Total food and beverage services,Dollars,81,millions,6,v1001801195,1.1.17,67287.8,,,,1
17,2014,Canada,2016A11124,Total domestic supply,Meals from accommodation,Dollars,81,millions,6,v1001801196,1.1.18,3397.5,,,,1
18,2014,Canada,2016A11124,Total domestic supply,Meals from restaurants,Dollars,81,millions,6,v1001801197,1.1.19,50930.6,,,,1
19,2014,Canada,2016A11124,Total domestic supply,Alcoholic beverages from accommodation,Dollars,81,millions,6,v1001801198,1.1.20,1746.9,,,,1
20,2014,Canada,2016A11124,Total domestic supply,Alcoholic beverages from restaurants,Dollars,81,millions,6,v1001801199,1.1.21,7814.6,,,,1
21,2014,Canada,2016A11124,Total domestic supply,Meals and alcoholic beverages from other tourism industries,Dollars,81,millions,6,v1001801200,1.1.22,3398.2,,,,1
22,2014,Canada,2016A11124,Total domestic supply,Total other tourism products,Dollars,81,millions,6,v1001801201,1.1.23,33864.4,,,,1
23,2014,Canada,2016A11124,Total domestic supply,Recreation and entertainment,Dollars,81,millions,6,v1001801207,1.1.24,24741.4,,,,1
24,2014,Canada,2016A11124,Total domestic supply,Travel services,Dollars,81,millions,6,v1001801208,1.1.25,4343.0,,,,1
25,2014,Canada,2016A11124,Total domestic supply,Convention fees,Dollars,81,millions,6,v1001801209,1.1.26,804.2,,,,1
26,2014,Canada,2016A11124,Total domestic supply,Pre-trip expenses,Dollars,81,millions,6,v1001801210,1.1.27,3975.8,,,,1
27,2014,Canada,2016A11124,Total domestic supply,Total other products,Dollars,81,millions,6,v1001801202,1.1.28,3442124.6,,,,1
28,2014,Canada,2016A11124,Total domestic supply,Groceries,Dollars,81,millions,6,v1001801203,1.1.29,98402.0,,,,1
29,2014,Canada,2016A11124,Total domestic supply,"Beer, wine, and liquor from stores",Dollars,81,millions,6,v1001801204,1.1.30,20390.1,,,,1
30,2014,Canada,2016A11124,Total domestic supply,Urban transit and parking,Dollars,81,millions,6,v1001801205,1.1.31,4123.6,,,,1
31,2014,Canada,2016A11124,Total domestic supply,Miscellaneous products,Dollars,81,millions,6,v1001801206,1.1.32,3319208.9,,,,1
32,2014,Canada,2016A11124,Total demand,Total tourism expenditures,Dollars,81,millions,6,v1001801211,1.2.1,84580.6,,,,1
33,2014,Canada,2016A11124,Total demand,Total tourism products,Dollars,81,millions,6,v1001801212,1.2.2,71058.8,,,,1
34,2014,Canada,2016A11124,Total demand,Total transportation,Dollars,81,millions,6,v1001801213,1.2.3,32648.8,,,,1
35,2014,Canada,2016A11124,Total demand,Passenger air transport,Dollars,81,millions,6,v1001801214,1.2.4,17051.1,,,,1
36,2014,Canada,2016A11124,Total demand,Passenger rail transport,Dollars,81,millions,6,v1001801215,1.2.5,289.1,,,,1
37,2014,Canada,2016A11124,Total demand,Passenger water transport,Dollars,81,millions,6,v1001801216,1.2.6,506.0,,,,1
38,2014,Canada,2016A11124,Total demand,"Interurban, charter and tour bus transport",Dollars,81,millions,6,v1001801217,1.2.7,741.4,,,,1
39,2014,Canada,2016A11124,Total demand,Taxis,Dollars,81,millions,6,v1001801218,1.2.8,462.7,,,,1
40,2014,Canada,2016A11124,Total demand,Vehicle rental,Dollars,81,millions,6,v1001801219,1.2.9,1021.6,,,,1
41,2014,Canada,2016A11124,Total demand,Vehicle repairs and parts,Dollars,81,millions,6,v1001801220,1.2.10,4412.5,,,,1
42,2014,Canada,2016A11124,Total demand,Vehicle fuel,Dollars,81,millions,6,v1001801221,1.2.11,8164.4,,,,1
43,2014,Canada,2016A11124,Total demand,Total accommodation,Dollars,81,millions,6,v1001801222,1.2.12,11786.0,,,,1
44,2014,Canada,2016A11124,Total demand,Hotels,Dollars,81,millions,6,v1001801223,1.2.13,9336.1,,,,1
45,2014,Canada,2016A11124,Total demand,Motels,Dollars,81,millions,6,v1001801224,1.2.14,753.9,,,,1
46,2014,Canada,2016A11124,Total demand,Camping,Dollars,81,millions,6,v1001801225,1.2.15,964.5,,,,1
47,2014,Canada,2016A11124,Total demand,Other accommodation,Dollars,81,millions,6,v1001801226,1.2.16,731.5,,,,1
48,2014,Canada,2016A11124,Total demand,Total food and beverage services,Dollars,81,millions,6,v1001801227,1.2.17,12791.0,,,,1
49,2014,Canada,2016A11124,Total demand,Meals from accommodation,Dollars,81,millions,6,v1001848976,1.2.18,640.6,,,,1
50,2014,Canada,2016A11124,Total demand,Meals from restaurants,Dollars,81,millions,6,v1001801228,1.2.19,9595.8,,,,1
51,2014,Canada,2016A11124,Total demand,Alcoholic beverages from accommodation,Dollars,81,millions,6,v1001801229,1.2.20,348.3,,,,1
52,2014,Canada,2016A11124,Total demand,Alcoholic beverages from restaurants,Dollars,81,millions,6,v1001801230,1.2.21,1553.2,,,,1
53,2014,Canada,2016A11124,Total demand,Meals and alcoholic beverages from other tourism industries,Dollars,81,millions,6,v1001801231,1.2.22,653.1,,,,1
54,2014,Canada,2016A11124,Total demand,Total other tourism products,Dollars,81,millions,6,v1001801232,1.2.23,13833.0,,,,1
55,2014,Canada,2016A11124,Total demand,Recreation and entertainment,Dollars,81,millions,6,v1001801238,1.2.24,4885.9,,,,1
56,2014,Canada,2016A11124,Total demand,Travel services,Dollars,81,millions,6,v1001801239,1.2.25,4256.1,,,,1
57,2014,Canada,2016A11124,Total demand,Convention fees,Dollars,81,millions,6,v1001801240,1.2.26,715.2,,,,1
58,2014,Canada,2016A11124,Total demand,Pre-trip expenses,Dollars,81,millions,6,v1001801241,1.2.27,3975.8,,,,1
59,2014,Canada,2016A11124,Total demand,Total other products,Dollars,81,millions,6,v1001801233,1.2.28,13521.8,,,,1
60,2014,Canada,2016A11124,Total demand,Groceries,Dollars,81,millions,6,v1001801234,1.2.29,4519.5,,,,1
61,2014,Canada,2016A11124,Total demand,"Beer, wine, and liquor from stores",Dollars,81,millions,6,v1001801235,1.2.30,936.8,,,,1
62,2014,Canada,2016A11124,Total demand,Urban transit and parking,Dollars,81,millions,6,v1001801236,1.2.31,223.9,,,,1
63,2014,Canada,2016A11124,Total demand,Miscellaneous products,Dollars,81,millions,6,v1001801237,1.2.32,7841.6,,,,1
64,2014,Canada,2016A11124,Domestic demand,Total tourism expenditures,Dollars,81,millions,6,v1001801242,1.3.1,51912.1,,,,1
65,2014,Canada,2016A11124,Domestic demand,Total tourism products,Dollars,81,millions,6,v1001801243,1.3.2,43343.7,,,,1
66,2014,Canada,2016A11124,Domestic demand,Total transportation,Dollars,81,millions,6,v1001801244,1.3.3,21293.1,,,,1
67,2014,Canada,2016A11124,Domestic demand,Passenger air transport,Dollars,81,millions,6,v1001801245,1.3.4,9313.2,,,,1
68,2014,Canada,2016A11124,Domestic demand,Passenger rail transport,Dollars,81,millions,6,v1001801246,1.3.5,191.6,,,,1
69,2014,Canada,2016A11124,Domestic demand,Passenger water transport,Dollars,81,millions,6,v1001801247,1.3.6,213.6,,,,1
70,2014,Canada,2016A11124,Domestic demand,"Interurban, charter and tour bus transport",Dollars,81,millions,6,v1001801248,1.3.7,379.4,,,,1
71,2014,Canada,2016A11124,Domestic demand,Taxis,Dollars,81,millions,6,v1001801249,1.3.8,276.2,,,,1
72,2014,Canada,2016A11124,Domestic demand,Vehicle rental,Dollars,81,millions,6,v1001801250,1.3.9,249.4,,,,1
73,2014,Canada,2016A11124,Domestic demand,Vehicle repairs and parts,Dollars,81,millions,6,v1001801251,1.3.10,3736.6,,,,1
74,2014,Canada,2016A11124,Domestic demand,Vehicle fuel,Dollars,81,millions,6,v1001801252,1.3.11,6933.1,,,,1
75,2014,Canada,2016A11124,Domestic demand,Total accommodation,Dollars,81,millions,6,v1001801253,1.3.12,4342.3,,,,1
76,2014,Canada,2016A11124,Domestic demand,Hotels,Dollars,81,millions,6,v1001801254,1.3.13,3102.4,,,,1
77,2014,Canada,2016A11124,Domestic demand,Motels,Dollars,81,millions,6,v1001801255,1.3.14,334.8,,,,1
78,2014,Canada,2016A11124,Domestic demand,Camping,Dollars,81,millions,6,v1001801256,1.3.15,649.2,,,,1
79,2014,Canada,2016A11124,Domestic demand,Other accommodation,Dollars,81,millions,6,v1001801257,1.3.16,255.9,,,,1
80,2014,Canada,2016A11124,Domestic demand,Total food and beverage services,Dollars,81,millions,6,v1001801258,1.3.17,7993.0,,,,1
81,2014,Canada,2016A11124,Domestic demand,Meals from accommodation,Dollars,81,millions,6,v1001801259,1.3.18,380.6,,,,1
82,2014,Canada,2016A11124,Domestic demand,Meals from restaurants,Dollars,81,millions,6,v1001801260,1.3.19,6006.3,,,,1
83,2014,Canada,2016A11124,Domestic demand,Alcoholic beverages from accommodation,Dollars,81,millions,6,v1001801261,1.3.20,204.8,,,,1
84,2014,Canada,2016A11124,Domestic demand,Alcoholic beverages from restaurants,Dollars,81,millions,6,v1001801262,1.3.21,998.0,,,,1
85,2014,Canada,2016A11124,Domestic demand,Meals and alcoholic beverages from other tourism industries,Dollars,81,millions,6,v1001801263,1.3.22,403.3,,,,1
86,2014,Canada,2016A11124,Domestic demand,Total other tourism products,Dollars,81,millions,6,v1001801264,1.3.23,9715.3,,,,1
87,2014,Canada,2016A11124,Domestic demand,Recreation and entertainment,Dollars,81,millions,6,v1001801270,1.3.24,2737.9,,,,1
88,2014,Canada,2016A11124,Domestic demand,Travel services,Dollars,81,millions,6,v1001801271,1.3.25,2561.8,,,,1
89,2014,Canada,2016A11124,Domestic demand,Convention fees,Dollars,81,millions,6,v1001801272,1.3.26,439.8,,,,1
90,2014,Canada,2016A11124,Domestic demand,Pre-trip expenses,Dollars,81,millions,6,v1001801273,1.3.27,3975.8,,,,1
91,2014,Canada,2016A11124,Domestic demand,Total other products,Dollars,81,millions,6,v1001801265,1.3.28,8568.4,,,,1
92,2014,Canada,2016A11124,Domestic demand,Groceries,Dollars,81,millions,6,v1001801266,1.3.29,2942.7,,,,1
93,2014,Canada,2016A11124,Domestic demand,"Beer, wine, and liquor from stores",Dollars,81,millions,6,v1001801267,1.3.30,607.4,,,,1
94,2014,Canada,2016A11124,Domestic demand,Urban transit and parking,Dollars,81,millions,6,v1001801268,1.3.31,160.4,,,,1
95,2014,Canada,2016A11124,Domestic demand,Miscellaneous products,Dollars,81,millions,6,v1001801269,1.3.32,4857.9,,,,1
96,2014,Canada,2016A11124,Exports,Total tourism expenditures,Dollars,81,millions,6,v1001801274,1.4.1,32668.7,,,,1
97,2014,Canada,2016A11124,Exports,Total tourism products,Dollars,81,millions,6,v1001801275,1.4.2,27715.3,,,,1
98,2014,Canada,2016A11124,Exports,Total transportation,Dollars,81,millions,6,v1001801276,1.4.3,11355.8,,,,1
99,2014,Canada,2016A11124,Exports,Passenger air transport,Dollars,81,millions,6,v1001801277,1.4.4,7737.9,,,,1
100,2014,Canada,2016A11124,Exports,Passenger rail transport,Dollars,81,millions,6,v1001801278,1.4.5,97.5,,,,1
101,2014,Canada,2016A11124,Exports,Passenger water transport,Dollars,81,millions,6,v1001801279,1.4.6,292.4,,,,1
102,2014,Canada,2016A11124,Exports,"Interurban, charter and tour bus transport",Dollars,81,millions,6,v1001801280,1.4.7,362.0,,,,1
103,2014,Canada,2016A11124,Exports,Taxis,Dollars,81,millions,6,v1001801281,1.4.8,186.5,,,,1
104,2014,Canada,2016A11124,Exports,Vehicle rental,Dollars,81,millions,6,v1001801282,1.4.9,772.2,,,,1
105,2014,Canada,2016A11124,Exports,Vehicle repairs and parts,Dollars,81,millions,6,v1001801283,1.4.10,676.0,,,,1
106,2014,Canada,2016A11124,Exports,Vehicle fuel,Dollars,81,millions,6,v1001801284,1.4.11,1231.3,,,,1
107,2014,Canada,2016A11124,Exports,Total accommodation,Dollars,81,millions,6,v1001801285,1.4.12,7443.7,,,,1
108,2014,Canada,2016A11124,Exports,Hotels,Dollars,81,millions,6,v1001801286,1.4.13,6233.7,,,,1
109,2014,Canada,2016A11124,Exports,Motels,Dollars,81,millions,6,v1001801287,1.4.14,419.1,,,,1
110,2014,Canada,2016A11124,Exports,Camping,Dollars,81,millions,6,v1001801288,1.4.15,315.3,,,,1
111,2014,Canada,2016A11124,Exports,Other accommodation,Dollars,81,millions,6,v1001801289,1.4.16,475.6,,,,1
112,2014,Canada,2016A11124,Exports,Total food and beverage services,Dollars,81,millions,6,v1001801290,1.4.17,4798.1,,,,1
113,2014,Canada,2016A11124,Exports,Meals from accommodation,Dollars,81,millions,6,v1001801291,1.4.18,260.1,,,,1
114,2014,Canada,2016A11124,Exports,Meals from restaurants,Dollars,81,millions,6,v1001801292,1.4.19,3589.5,,,,1
115,2014,Canada,2016A11124,Exports,Alcoholic beverages from accommodation,Dollars,81,millions,6,v1001801293,1.4.20,143.5,,,,1
116,2014,Canada,2016A11124,Exports,Alcoholic beverages from restaurants,Dollars,81,millions,6,v1001801294,1.4.21,555.2,,,,1
117,2014,Canada,2016A11124,Exports,Meals and alcoholic beverages from other tourism industries,Dollars,81,millions,6,v1001801295,1.4.22,249.8,,,,1
118,2014,Canada,2016A11124,Exports,Total other tourism products,Dollars,81,millions,6,v1001801296,1.4.23,4117.7,,,,1
119,2014,Canada,2016A11124,Exports,Recreation and entertainment,Dollars,81,millions,6,v1001801302,1.4.24,2147.9,,,,1
120,2014,Canada,2016A11124,Exports,Travel services,Dollars,81,millions,6,v1001801303,1.4.25,1694.4,,,,1
121,2014,Canada,2016A11124,Exports,Convention fees,Dollars,81,millions,6,v1001801304,1.4.26,275.4,,,,1
122,2014,Canada,2016A11124,Exports,Pre-trip expenses,Dollars,81,millions,6,v1001801305,1.4.27,0.0,,,,1
123,2014,Canada,2016A11124,Exports,Total other products,Dollars,81,millions,6,v1001801297,1.4.28,4953.4,,,,1
124,2014,Canada,2016A11124,Exports,Groceries,Dollars,81,millions,6,v1001801298,1.4.29,1576.8,,,,1
125,2014,Canada,2016A11124,Exports,"Beer, wine, and liquor from stores",Dollars,81,millions,6,v1001801299,1.4.30,329.4,,,,1
126,2014,Canada,2016A11124,Exports,Urban transit and parking,Dollars,81,millions,6,v1001801300,1.4.31,63.5,,,,1
127,2014,Canada,2016A11124,Exports,Miscellaneous products,Dollars,81,millions,6,v1001801301,1.4.32,2983.7,,,,1
128,2014,Canada,2016A11124,Interprovincial demand (exports),Total tourism expenditures,Dollars,81,millions,6,v1001801433,1.5.1,12679.5,,,,1
129,2014,Canada,2016A11124,Interprovincial demand (exports),Total tourism products,Dollars,81,millions,6,v1001801434,1.5.2,11104.3,,,,1
130,2014,Canada,2016A11124,Interprovincial demand (exports),Total transportation,Dollars,81,millions,6,v1001801435,1.5.3,4907.2,,,,1
131,2014,Canada,2016A11124,Interprovincial demand (exports),Passenger air transport,Dollars,81,millions,6,v1001801436,1.5.4,3277.0,,,,1
132,2014,Canada,2016A11124,Interprovincial demand (exports),Passenger rail transport,Dollars,81,millions,6,v1001801437,1.5.5,33.1,,,,1
133,2014,Canada,2016A11124,Interprovincial demand (exports),Passenger water transport,Dollars,81,millions,6,v1001801438,1.5.6,29.0,,,,1
134,2014,Canada,2016A11124,Interprovincial demand (exports),"Interurban, charter and tour bus transport",Dollars,81,millions,6,v1001801439,1.5.7,59.8,,,,1
135,2014,Canada,2016A11124,Interprovincial demand (exports),Taxis,Dollars,81,millions,6,v1001801440,1.5.8,84.5,,,,1
136,2014,Canada,2016A11124,Interprovincial demand (exports),Vehicle rental,Dollars,81,millions,6,v1001801441,1.5.9,272.5,,,,1
137,2014,Canada,2016A11124,Interprovincial demand (exports),Vehicle repairs and parts,Dollars,81,millions,6,v1001801442,1.5.10,411.1,,,,1
138,2014,Canada,2016A11124,Interprovincial demand (exports),Vehicle fuel,Dollars,81,millions,6,v1001801443,1.5.11,740.2,,,,1
139,2014,Canada,2016A11124,Interprovincial demand (exports),Total accommodation,Dollars,81,millions,6,v1001801444,1.5.12,2152.4,,,,1
140,2014,Canada,2016A11124,Interprovincial demand (exports),Hotels,Dollars,81,millions,6,v1001801445,1.5.13,1812.2,,,,1
141,2014,Canada,2016A11124,Interprovincial demand (exports),Motels,Dollars,81,millions,6,v1001801446,1.5.14,131.5,,,,1
142,2014,Canada,2016A11124,Interprovincial demand (exports),Camping,Dollars,81,millions,6,v1001801447,1.5.15,123.6,,,,1
143,2014,Canada,2016A11124,Interprovincial demand (exports),Other accommodation,Dollars,81,millions,6,v1001801448,1.5.16,85.1,,,,1
144,2014,Canada,2016A11124,Interprovincial demand (exports),Total food and beverage services,Dollars,81,millions,6,v1001801449,1.5.17,2028.0,,,,1
145,2014,Canada,2016A11124,Interprovincial demand (exports),Meals from accommodation,Dollars,81,millions,6,v1001801450,1.5.18,113.8,,,,1
146,2014,Canada,2016A11124,Interprovincial demand (exports),Meals from restaurants,Dollars,81,millions,6,v1001801451,1.5.19,1509.2,,,,1
147,2014,Canada,2016A11124,Interprovincial demand (exports),Alcoholic beverages from accommodation,Dollars,81,millions,6,v1001801452,1.5.20,63.3,,,,1
148,2014,Canada,2016A11124,Interprovincial demand (exports),Alcoholic beverages from restaurants,Dollars,81,millions,6,v1001801453,1.5.21,234.9,,,,1
149,2014,Canada,2016A11124,Interprovincial demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,81,millions,6,v1001801454,1.5.22,106.8,,,,1
150,2014,Canada,2016A11124,Interprovincial demand (exports),Total other tourism products,Dollars,81,millions,6,v1001801455,1.5.23,2016.7,,,,1
151,2014,Canada,2016A11124,Interprovincial demand (exports),Recreation and entertainment,Dollars,81,millions,6,v1001801461,1.5.24,617.6,,,,1
152,2014,Canada,2016A11124,Interprovincial demand (exports),Travel services,Dollars,81,millions,6,v1001801462,1.5.25,1332.9,,,,1
153,2014,Canada,2016A11124,Interprovincial demand (exports),Convention fees,Dollars,81,millions,6,v1001801463,1.5.26,66.2,,,,1
154,2014,Canada,2016A11124,Interprovincial demand (exports),Pre-trip expenses,Dollars,81,millions,6,v1001801464,1.5.27,0.0,,,,1
155,2014,Canada,2016A11124,Interprovincial demand (exports),Total other products,Dollars,81,millions,6,v1001801456,1.5.28,1575.2,,,,1
156,2014,Canada,2016A11124,Interprovincial demand (exports),Groceries,Dollars,81,millions,6,v1001801457,1.5.29,605.2,,,,1
157,2014,Canada,2016A11124,Interprovincial demand (exports),"Beer, wine, and liquor from stores",Dollars,81,millions,6,v1001801458,1.5.30,127.6,,,,1
158,2014,Canada,2016A11124,Interprovincial demand (exports),Urban transit and parking,Dollars,81,millions,6,v1001801459,1.5.31,48.8,,,,1
159,2014,Canada,2016A11124,Interprovincial demand (exports),Miscellaneous products,Dollars,81,millions,6,v1001801460,1.5.32,793.6,,,,1
160,2014,Canada,2016A11124,International demand (exports),Total tourism expenditures,Dollars,81,millions,6,v1001801465,1.6.1,19989.4,,,,1
161,2014,Canada,2016A11124,International demand (exports),Total tourism products,Dollars,81,millions,6,v1001801466,1.6.2,16611.3,,,,1
162,2014,Canada,2016A11124,International demand (exports),Total transportation,Dollars,81,millions,6,v1001801467,1.6.3,6448.7,,,,1
163,2014,Canada,2016A11124,International demand (exports),Passenger air transport,Dollars,81,millions,6,v1001801468,1.6.4,4460.9,,,,1
164,2014,Canada,2016A11124,International demand (exports),Passenger rail transport,Dollars,81,millions,6,v1001801469,1.6.5,64.4,,,,1
165,2014,Canada,2016A11124,International demand (exports),Passenger water transport,Dollars,81,millions,6,v1001801470,1.6.6,263.4,,,,1
166,2014,Canada,2016A11124,International demand (exports),"Interurban, charter and tour bus transport",Dollars,81,millions,6,v1001801471,1.6.7,302.3,,,,1
167,2014,Canada,2016A11124,International demand (exports),Taxis,Dollars,81,millions,6,v1001801472,1.6.8,102.0,,,,1
168,2014,Canada,2016A11124,International demand (exports),Vehicle rental,Dollars,81,millions,6,v1001801473,1.6.9,499.7,,,,1
169,2014,Canada,2016A11124,International demand (exports),Vehicle repairs and parts,Dollars,81,millions,6,v1001801474,1.6.10,264.9,,,,1
170,2014,Canada,2016A11124,International demand (exports),Vehicle fuel,Dollars,81,millions,6,v1001801475,1.6.11,491.1,,,,1
171,2014,Canada,2016A11124,International demand (exports),Total accommodation,Dollars,81,millions,6,v1001801476,1.6.12,5291.4,,,,1
172,2014,Canada,2016A11124,International demand (exports),Hotels,Dollars,81,millions,6,v1001801477,1.6.13,4421.6,,,,1
173,2014,Canada,2016A11124,International demand (exports),Motels,Dollars,81,millions,6,v1001801478,1.6.14,287.6,,,,1
174,2014,Canada,2016A11124,International demand (exports),Camping,Dollars,81,millions,6,v1001801479,1.6.15,191.7,,,,1
175,2014,Canada,2016A11124,International demand (exports),Other accommodation,Dollars,81,millions,6,v1001801480,1.6.16,390.5,,,,1
176,2014,Canada,2016A11124,International demand (exports),Total food and beverage services,Dollars,81,millions,6,v1001801481,1.6.17,2770.2,,,,1
177,2014,Canada,2016A11124,International demand (exports),Meals from accommodation,Dollars,81,millions,6,v1001848978,1.6.18,146.2,,,,1
178,2014,Canada,2016A11124,International demand (exports),Meals from restaurants,Dollars,81,millions,6,v1001801482,1.6.19,2080.4,,,,1
179,2014,Canada,2016A11124,International demand (exports),Alcoholic beverages from accommodation,Dollars,81,millions,6,v1001801483,1.6.20,80.2,,,,1
180,2014,Canada,2016A11124,International demand (exports),Alcoholic beverages from restaurants,Dollars,81,millions,6,v1001801484,1.6.21,320.4,,,,1
181,2014,Canada,2016A11124,International demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,81,millions,6,v1001801485,1.6.22,143.0,,,,1
182,2014,Canada,2016A11124,International demand (exports),Total other tourism products,Dollars,81,millions,6,v1001801486,1.6.23,2101.0,,,,1
183,2014,Canada,2016A11124,International demand (exports),Recreation and entertainment,Dollars,81,millions,6,v1001801492,1.6.24,1530.3,,,,1
184,2014,Canada,2016A11124,International demand (exports),Travel services,Dollars,81,millions,6,v1001801493,1.6.25,361.5,,,,1
185,2014,Canada,2016A11124,International demand (exports),Convention fees,Dollars,81,millions,6,v1001801494,1.6.26,209.2,,,,1
186,2014,Canada,2016A11124,International demand (exports),Pre-trip expenses,Dollars,81,millions,6,v1001801495,1.6.27,0.0,,,,1
187,2014,Canada,2016A11124,International demand (exports),Total other products,Dollars,81,millions,6,v1001801487,1.6.28,3378.1,,,,1
188,2014,Canada,2016A11124,International demand (exports),Groceries,Dollars,81,millions,6,v1001801488,1.6.29,971.6,,,,1
189,2014,Canada,2016A11124,International demand (exports),"Beer, wine, and liquor from stores",Dollars,81,millions,6,v1001801489,1.6.30,201.7,,,,1
190,2014,Canada,2016A11124,International demand (exports),Urban transit and parking,Dollars,81,millions,6,v1001801490,1.6.31,14.7,,,,1
191,2014,Canada,2016A11124,International demand (exports),Miscellaneous products,Dollars,81,millions,6,v1001801491,1.6.32,2190.1,,,,1
192,2014,Canada,2016A11124,Imports,Total tourism expenditures,Dollars,81,millions,6,v1001801306,1.7.1,60274.6,,,,1
193,2014,Canada,2016A11124,Imports,Total tourism products,Dollars,81,millions,6,v1001801307,1.7.2,51880.7,,,,1
194,2014,Canada,2016A11124,Imports,Total transportation,Dollars,81,millions,6,v1001801308,1.7.3,20128.2,,,,1
195,2014,Canada,2016A11124,Imports,Passenger air transport,Dollars,81,millions,6,v1001801309,1.7.4,,..,,,1
196,2014,Canada,2016A11124,Imports,Passenger rail transport,Dollars,81,millions,6,v1001801310,1.7.5,,..,,,1
197,2014,Canada,2016A11124,Imports,Passenger water transport,Dollars,81,millions,6,v1001801311,1.7.6,,..,,,1
198,2014,Canada,2016A11124,Imports,"Interurban, charter and tour bus transport",Dollars,81,millions,6,v1001801312,1.7.7,,..,,,1
199,2014,Canada,2016A11124,Imports,Taxis,Dollars,81,millions,6,v1001801313,1.7.8,,..,,,1
200,2014,Canada,2016A11124,Imports,Vehicle rental,Dollars,81,millions,6,v1001801314,1.7.9,,..,,,1
201,2014,Canada,2016A11124,Imports,Vehicle repairs and parts,Dollars,81,millions,6,v1001801315,1.7.10,,..,,,1
202,2014,Canada,2016A11124,Imports,Vehicle fuel,Dollars,81,millions,6,v1001801316,1.7.11,,..,,,1
203,2014,Canada,2016A11124,Imports,Total accommodation,Dollars,81,millions,6,v1001801317,1.7.12,15050.1,,,,1
204,2014,Canada,2016A11124,Imports,Hotels,Dollars,81,millions,6,v1001801318,1.7.13,,..,,,1
205,2014,Canada,2016A11124,Imports,Motels,Dollars,81,millions,6,v1001801319,1.7.14,,..,,,1
206,2014,Canada,2016A11124,Imports,Camping,Dollars,81,millions,6,v1001801320,1.7.15,,..,,,1
207,2014,Canada,2016A11124,Imports,Other accommodation,Dollars,81,millions,6,v1001801321,1.7.16,,..,,,1
208,2014,Canada,2016A11124,Imports,Total food and beverage services,Dollars,81,millions,6,v1001801322,1.7.17,10555.6,,,,1
209,2014,Canada,2016A11124,Imports,Meals from accommodation,Dollars,81,millions,6,v1001848977,1.7.18,,..,,,1
210,2014,Canada,2016A11124,Imports,Meals from restaurants,Dollars,81,millions,6,v1001801323,1.7.19,,..,,,1
211,2014,Canada,2016A11124,Imports,Alcoholic beverages from accommodation,Dollars,81,millions,6,v1001801324,1.7.20,,..,,,1
212,2014,Canada,2016A11124,Imports,Alcoholic beverages from restaurants,Dollars,81,millions,6,v1001801325,1.7.21,,..,,,1
213,2014,Canada,2016A11124,Imports,Meals and alcoholic beverages from other tourism industries,Dollars,81,millions,6,v1001801326,1.7.22,,..,,,1
214,2014,Canada,2016A11124,Imports,Total other tourism products,Dollars,81,millions,6,v1001801327,1.7.23,6146.8,,,,1
