"REF_DATE","GEO","DGUID","Indicators","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","New Brunswick","2016A000213","Imports","Passenger rail transport","Dollars","81","millions","6","v1001802559","5.7.5","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Passenger water transport","Dollars","81","millions","6","v1001802560","5.7.6","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Interurban, charter and tour bus transport","Dollars","81","millions","6","v1001802561","5.7.7","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Taxis","Dollars","81","millions","6","v1001802562","5.7.8","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Vehicle rental","Dollars","81","millions","6","v1001802563","5.7.9","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Vehicle repairs and parts","Dollars","81","millions","6","v1001802564","5.7.10","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Vehicle fuel","Dollars","81","millions","6","v1001802565","5.7.11","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Total accommodation","Dollars","81","millions","6","v1001802566","5.7.12","281.0","","","","1"
"2014","New Brunswick","2016A000213","Imports","Hotels","Dollars","81","millions","6","v1001802567","5.7.13","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Motels","Dollars","81","millions","6","v1001802568","5.7.14","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Camping","Dollars","81","millions","6","v1001802569","5.7.15","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Other accommodation","Dollars","81","millions","6","v1001802570","5.7.16","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Total food and beverage services","Dollars","81","millions","6","v1001802571","5.7.17","209.1","","","","1"
"2014","New Brunswick","2016A000213","Imports","Meals from accommodation","Dollars","81","millions","6","v1001849008","5.7.18","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Meals from restaurants","Dollars","81","millions","6","v1001802572","5.7.19","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Alcoholic beverages from accommodation","Dollars","81","millions","6","v1001802573","5.7.20","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Alcoholic beverages from restaurants","Dollars","81","millions","6","v1001802574","5.7.21","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Meals and alcoholic beverages from other tourism industries","Dollars","81","millions","6","v1001802575","5.7.22","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Total other tourism products","Dollars","81","millions","6","v1001802576","5.7.23","126.9","","","","1"
"2014","New Brunswick","2016A000213","Imports","Recreation and entertainment","Dollars","81","millions","6","v1001802582","5.7.24","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Travel services","Dollars","81","millions","6","v1001802583","5.7.25","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Convention fees","Dollars","81","millions","6","v1001802584","5.7.26","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Pre-trip expenses","Dollars","81","millions","6","v1001802585","5.7.27","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Total other products","Dollars","81","millions","6","v1001802577","5.7.28","252.7","","","","1"
"2014","New Brunswick","2016A000213","Imports","Groceries","Dollars","81","millions","6","v1001802578","5.7.29","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Beer, wine, and liquor from stores","Dollars","81","millions","6","v1001802579","5.7.30","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Urban transit and parking","Dollars","81","millions","6","v1001802580","5.7.31","","..","","","1"
"2014","New Brunswick","2016A000213","Imports","Miscellaneous products","Dollars","81","millions","6","v1001802581","5.7.32","","..","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Total tourism expenditures","Dollars","81","millions","6","v1001802586","5.8.1","479.7","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Total tourism products","Dollars","81","millions","6","v1001802587","5.8.2","410.2","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Total transportation","Dollars","81","millions","6","v1001802588","5.8.3","188.0","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Passenger air transport","Dollars","81","millions","6","v1001802589","5.8.4","122.0","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Passenger rail transport","Dollars","81","millions","6","v1001802590","5.8.5","1.2","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Passenger water transport","Dollars","81","millions","6","v1001802591","5.8.6","0.8","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Interurban, charter and tour bus transport","Dollars","81","millions","6","v1001802592","5.8.7","1.1","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Taxis","Dollars","81","millions","6","v1001802593","5.8.8","2.7","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Vehicle rental","Dollars","81","millions","6","v1001802594","5.8.9","4.3","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Vehicle repairs and parts","Dollars","81","millions","6","v1001802595","5.8.10","17.8","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Vehicle fuel","Dollars","81","millions","6","v1001802596","5.8.11","38.1","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Total accommodation","Dollars","81","millions","6","v1001802597","5.8.12","86.0","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Hotels","Dollars","81","millions","6","v1001802598","5.8.13","72.1","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Motels","Dollars","81","millions","6","v1001802599","5.8.14","7.6","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Camping","Dollars","81","millions","6","v1001802600","5.8.15","1.6","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Other accommodation","Dollars","81","millions","6","v1001802601","5.8.16","4.7","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Total food and beverage services","Dollars","81","millions","6","v1001802602","5.8.17","75.6","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Meals from accommodation","Dollars","81","millions","6","v1001849009","5.8.18","3.6","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Meals from restaurants","Dollars","81","millions","6","v1001802603","5.8.19","57.7","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Alcoholic beverages from accommodation","Dollars","81","millions","6","v1001802604","5.8.20","1.1","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Alcoholic beverages from restaurants","Dollars","81","millions","6","v1001802605","5.8.21","9.3","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Meals and alcoholic beverages from other tourism industries","Dollars","81","millions","6","v1001802606","5.8.22","3.9","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Total other tourism products","Dollars","81","millions","6","v1001802607","5.8.23","60.6","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Recreation and entertainment","Dollars","81","millions","6","v1001802613","5.8.24","18.8","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Travel services","Dollars","81","millions","6","v1001802614","5.8.25","38.3","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Convention fees","Dollars","81","millions","6","v1001802615","5.8.26","3.5","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Pre-trip expenses","Dollars","81","millions","6","v1001802616","5.8.27","","..","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Total other products","Dollars","81","millions","6","v1001802608","5.8.28","69.5","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Groceries","Dollars","81","millions","6","v1001802609","5.8.29","19.0","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Beer, wine, and liquor from stores","Dollars","81","millions","6","v1001802610","5.8.30","4.1","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Urban transit and parking","Dollars","81","millions","6","v1001802611","5.8.31","1.2","","","","1"
"2014","New Brunswick","2016A000213","Interprovincial imports","Miscellaneous products","Dollars","81","millions","6","v1001802612","5.8.32","45.2","","","","1"
"2014","New Brunswick","2016A000213","International imports","Total tourism expenditures","Dollars","81","millions","6","v1001802617","5.9.1","766.2","","","","1"
"2014","New Brunswick","2016A000213","International imports","Total tourism products","Dollars","81","millions","6","v1001802618","5.9.2","583.1","","","","1"
"2014","New Brunswick","2016A000213","International imports","Total transportation","Dollars","81","millions","6","v1001802619","5.9.3","188.3","","","","1"
"2014","New Brunswick","2016A000213","International imports","Passenger air transport","Dollars","81","millions","6","v1001802620","5.9.4","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Passenger rail transport","Dollars","81","millions","6","v1001802621","5.9.5","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Passenger water transport","Dollars","81","millions","6","v1001802622","5.9.6","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Interurban, charter and tour bus transport","Dollars","81","millions","6","v1001802623","5.9.7","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Taxis","Dollars","81","millions","6","v1001802624","5.9.8","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Vehicle rental","Dollars","81","millions","6","v1001802625","5.9.9","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Vehicle repairs and parts","Dollars","81","millions","6","v1001802626","5.9.10","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Vehicle fuel","Dollars","81","millions","6","v1001802627","5.9.11","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Total accommodation","Dollars","81","millions","6","v1001802628","5.9.12","195.0","","","","1"
"2014","New Brunswick","2016A000213","International imports","Hotels","Dollars","81","millions","6","v1001802629","5.9.13","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Motels","Dollars","81","millions","6","v1001802630","5.9.14","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Camping","Dollars","81","millions","6","v1001802631","5.9.15","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Other accommodation","Dollars","81","millions","6","v1001802632","5.9.16","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Total food and beverage services","Dollars","81","millions","6","v1001802633","5.9.17","133.4","","","","1"
"2014","New Brunswick","2016A000213","International imports","Meals from accommodation","Dollars","81","millions","6","v1001849010","5.9.18","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Meals from restaurants","Dollars","81","millions","6","v1001802634","5.9.19","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Alcoholic beverages from accommodation","Dollars","81","millions","6","v1001802635","5.9.20","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Alcoholic beverages from restaurants","Dollars","81","millions","6","v1001802636","5.9.21","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Meals and alcoholic beverages from other tourism industries","Dollars","81","millions","6","v1001802637","5.9.22","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Total other tourism products","Dollars","81","millions","6","v1001802638","5.9.23","66.3","","","","1"
"2014","New Brunswick","2016A000213","International imports","Recreation and entertainment","Dollars","81","millions","6","v1001802644","5.9.24","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Travel services","Dollars","81","millions","6","v1001802645","5.9.25","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Convention fees","Dollars","81","millions","6","v1001802646","5.9.26","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Pre-trip expenses","Dollars","81","millions","6","v1001802647","5.9.27","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Total other products","Dollars","81","millions","6","v1001802639","5.9.28","183.1","","","","1"
"2014","New Brunswick","2016A000213","International imports","Groceries","Dollars","81","millions","6","v1001802640","5.9.29","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Beer, wine, and liquor from stores","Dollars","81","millions","6","v1001802641","5.9.30","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Urban transit and parking","Dollars","81","millions","6","v1001802642","5.9.31","","..","","","1"
"2014","New Brunswick","2016A000213","International imports","Miscellaneous products","Dollars","81","millions","6","v1001802643","5.9.32","","..","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Total tourism expenditures","Percentage","242","millions","6","v1001802648","5.10.1","1.9","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Total tourism products","Percentage","242","millions","6","v1001802649","5.10.2","24.3","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Total transportation","Percentage","242","millions","6","v1001802650","5.10.3","20.4","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Passenger air transport","Percentage","242","millions","6","v1001802651","5.10.4","92.5","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Passenger rail transport","Percentage","242","millions","6","v1001802652","5.10.5","93.8","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Passenger water transport","Percentage","242","millions","6","v1001802653","5.10.6","8.0","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Interurban, charter and tour bus transport","Percentage","242","millions","6","v1001802654","5.10.7","96.2","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Taxis","Percentage","242","millions","6","v1001802655","5.10.8","18.1","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Vehicle rental","Percentage","242","millions","6","v1001802656","5.10.9","20.2","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Vehicle repairs and parts","Percentage","242","millions","6","v1001802657","5.10.10","15.4","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Vehicle fuel","Percentage","242","millions","6","v1001802658","5.10.11","15.8","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Total accommodation","Percentage","242","millions","6","v1001802659","5.10.12","83.7","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Hotels","Percentage","242","millions","6","v1001802660","5.10.13","83.3","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Motels","Percentage","242","millions","6","v1001802661","5.10.14","81.3","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Camping","Percentage","242","millions","6","v1001802662","5.10.15","93.5","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Other accommodation","Percentage","242","millions","6","v1001802663","5.10.16","83.6","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Total food and beverage services","Percentage","242","millions","6","v1001802664","5.10.17","18.0","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Meals from accommodation","Percentage","242","millions","6","v1001802665","5.10.18","17.8","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Meals from restaurants","Percentage","242","millions","6","v1001802666","5.10.19","17.8","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Alcoholic beverages from accommodation","Percentage","242","millions","6","v1001802667","5.10.20","19.2","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Alcoholic beverages from restaurants","Percentage","242","millions","6","v1001802668","5.10.21","19.1","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Meals and alcoholic beverages from other tourism industries","Percentage","242","millions","6","v1001802669","5.10.22","18.2","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Total other tourism products","Percentage","242","millions","6","v1001802670","5.10.23","29.4","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Recreation and entertainment","Percentage","242","millions","6","v1001802676","5.10.24","11.8","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Travel services","Percentage","242","millions","6","v1001802677","5.10.25","98.0","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Convention fees","Percentage","242","millions","6","v1001802678","5.10.26","83.3","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Pre-trip expenses","Percentage","242","millions","6","v1001802679","5.10.27","100.0","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Total other products","Percentage","242","millions","6","v1001802671","5.10.28","0.5","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Groceries","Percentage","242","millions","6","v1001802672","5.10.29","4.8","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Beer, wine, and liquor from stores","Percentage","242","millions","6","v1001802673","5.10.30","5.0","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Urban transit and parking","Percentage","242","millions","6","v1001802674","5.10.31","8.4","","","","1"
"2014","New Brunswick","2016A000213","Tourism product ratio","Miscellaneous products","Percentage","242","millions","6","v1001802675","5.10.32","0.3","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Total tourism expenditures","Dollars","81","millions","6","v1001802742","6.1.1","682000.7","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Total tourism products","Dollars","81","millions","6","v1001802743","6.1.2","43560.6","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Total transportation","Dollars","81","millions","6","v1001802744","6.1.3","20752.8","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Passenger air transport","Dollars","81","millions","6","v1001802745","6.1.4","3659.8","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Passenger rail transport","Dollars","81","millions","6","v1001802746","6.1.5","70.7","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Passenger water transport","Dollars","81","millions","6","v1001802747","6.1.6","59.8","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Interurban, charter and tour bus transport","Dollars","81","millions","6","v1001802748","6.1.7","590.1","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Taxis","Dollars","81","millions","6","v1001802749","6.1.8","509.1","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Vehicle rental","Dollars","81","millions","6","v1001802750","6.1.9","543.1","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Vehicle repairs and parts","Dollars","81","millions","6","v1001802751","6.1.10","5485.7","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Vehicle fuel","Dollars","81","millions","6","v1001802752","6.1.11","9834.5","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Total accommodation","Dollars","81","millions","6","v1001802753","6.1.12","2418.2","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Hotels","Dollars","81","millions","6","v1001802754","6.1.13","1851.1","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Motels","Dollars","81","millions","6","v1001802755","6.1.14","238.5","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Camping","Dollars","81","millions","6","v1001802756","6.1.15","162.7","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Other accommodation","Dollars","81","millions","6","v1001802757","6.1.16","165.9","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Total food and beverage services","Dollars","81","millions","6","v1001802758","6.1.17","13104.3","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Meals from accommodation","Dollars","81","millions","6","v1001849013","6.1.18","539.0","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Meals from restaurants","Dollars","81","millions","6","v1001802759","6.1.19","9321.1","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Alcoholic beverages from accommodation","Dollars","81","millions","6","v1001802760","6.1.20","185.4","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Alcoholic beverages from restaurants","Dollars","81","millions","6","v1001802761","6.1.21","2335.4","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Meals and alcoholic beverages from other tourism industries","Dollars","81","millions","6","v1001802762","6.1.22","723.4","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Total other tourism products","Dollars","81","millions","6","v1001802763","6.1.23","7285.3","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Recreation and entertainment","Dollars","81","millions","6","v1001802769","6.1.24","5306.2","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Travel services","Dollars","81","millions","6","v1001802770","6.1.25","833.9","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Convention fees","Dollars","81","millions","6","v1001802771","6.1.26","172.0","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Pre-trip expenses","Dollars","81","millions","6","v1001802772","6.1.27","973.2","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Total other products","Dollars","81","millions","6","v1001802764","6.1.28","638440.1","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Groceries","Dollars","81","millions","6","v1001802765","6.1.29","22333.2","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Beer, wine, and liquor from stores","Dollars","81","millions","6","v1001802766","6.1.30","5010.8","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Urban transit and parking","Dollars","81","millions","6","v1001802767","6.1.31","930.4","","","","1"
"2014","Quebec","2016A000224","Total domestic supply","Miscellaneous products","Dollars","81","millions","6","v1001802768","6.1.32","610165.7","","","","1"
"2014","Quebec","2016A000224","Total demand","Total tourism expenditures","Dollars","81","millions","6","v1001802773","6.2.1","17672.2","","","","1"
"2014","Quebec","2016A000224","Total demand","Total tourism products","Dollars","81","millions","6","v1001802774","6.2.2","14766.5","","","","1"
"2014","Quebec","2016A000224","Total demand","Total transportation","Dollars","81","millions","6","v1001802775","6.2.3","6695.5","","","","1"
"2014","Quebec","2016A000224","Total demand","Passenger air transport","Dollars","81","millions","6","v1001802776","6.2.4","3243.5","","","","1"
"2014","Quebec","2016A000224","Total demand","Passenger rail transport","Dollars","81","millions","6","v1001802777","6.2.5","66.3","","","","1"
"2014","Quebec","2016A000224","Total demand","Passenger water transport","Dollars","81","millions","6","v1001802778","6.2.6","22.7","","","","1"
"2014","Quebec","2016A000224","Total demand","Interurban, charter and tour bus transport","Dollars","81","millions","6","v1001802779","6.2.7","138.6","","","","1"
"2014","Quebec","2016A000224","Total demand","Taxis","Dollars","81","millions","6","v1001802780","6.2.8","87.5","","","","1"
"2014","Quebec","2016A000224","Total demand","Vehicle rental","Dollars","81","millions","6","v1001802781","6.2.9","140.6","","","","1"
"2014","Quebec","2016A000224","Total demand","Vehicle repairs and parts","Dollars","81","millions","6","v1001802782","6.2.10","1072.9","","","","1"
"2014","Quebec","2016A000224","Total demand","Vehicle fuel","Dollars","81","millions","6","v1001802783","6.2.11","1923.4","","","","1"
"2014","Quebec","2016A000224","Total demand","Total accommodation","Dollars","81","millions","6","v1001802784","6.2.12","2290.4","","","","1"
"2014","Quebec","2016A000224","Total demand","Hotels","Dollars","81","millions","6","v1001802785","6.2.13","1791.1","","","","1"
"2014","Quebec","2016A000224","Total demand","Motels","Dollars","81","millions","6","v1001802786","6.2.14","192.8","","","","1"
"2014","Quebec","2016A000224","Total demand","Camping","Dollars","81","millions","6","v1001802787","6.2.15","142.3","","","","1"
"2014","Quebec","2016A000224","Total demand","Other accommodation","Dollars","81","millions","6","v1001802788","6.2.16","164.2","","","","1"
"2014","Quebec","2016A000224","Total demand","Total food and beverage services","Dollars","81","millions","6","v1001802789","6.2.17","2765.5","","","","1"
"2014","Quebec","2016A000224","Total demand","Meals from accommodation","Dollars","81","millions","6","v1001849014","6.2.18","115.6","","","","1"
"2014","Quebec","2016A000224","Total demand","Meals from restaurants","Dollars","81","millions","6","v1001802790","6.2.19","1998.7","","","","1"
"2014","Quebec","2016A000224","Total demand","Alcoholic beverages from accommodation","Dollars","81","millions","6","v1001802791","6.2.20","36.8","","","","1"
"2014","Quebec","2016A000224","Total demand","Alcoholic beverages from restaurants","Dollars","81","millions","6","v1001802792","6.2.21","464.0","","","","1"
"2014","Quebec","2016A000224","Total demand","Meals and alcoholic beverages from other tourism industries","Dollars","81","millions","6","v1001802793","6.2.22","150.4","","","","1"
"2014","Quebec","2016A000224","Total demand","Total other tourism products","Dollars","81","millions","6","v1001802794","6.2.23","3015.1","","","","1"
"2014","Quebec","2016A000224","Total demand","Recreation and entertainment","Dollars","81","millions","6","v1001802800","6.2.24","1058.3","","","","1"
"2014","Quebec","2016A000224","Total demand","Travel services","Dollars","81","millions","6","v1001802801","6.2.25","817.2","","","","1"
"2014","Quebec","2016A000224","Total demand","Convention fees","Dollars","81","millions","6","v1001802802","6.2.26","166.4","","","","1"
"2014","Quebec","2016A000224","Total demand","Pre-trip expenses","Dollars","81","millions","6","v1001802803","6.2.27","973.2","","","","1"
"2014","Quebec","2016A000224","Total demand","Total other products","Dollars","81","millions","6","v1001802795","6.2.28","2905.7","","","","1"
"2014","Quebec","2016A000224","Total demand","Groceries","Dollars","81","millions","6","v1001802796","6.2.29","963.3","","","","1"
"2014","Quebec","2016A000224","Total demand","Beer, wine, and liquor from stores","Dollars","81","millions","6","v1001802797","6.2.30","211.4","","","","1"
"2014","Quebec","2016A000224","Total demand","Urban transit and parking","Dollars","81","millions","6","v1001802798","6.2.31","52.4","","","","1"
"2014","Quebec","2016A000224","Total demand","Miscellaneous products","Dollars","81","millions","6","v1001802799","6.2.32","1678.6","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Total tourism expenditures","Dollars","81","millions","6","v1001802804","6.3.1","12440.3","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Total tourism products","Dollars","81","millions","6","v1001802805","6.3.2","10289.7","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Total transportation","Dollars","81","millions","6","v1001802806","6.3.3","5021.3","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Passenger air transport","Dollars","81","millions","6","v1001802807","6.3.4","2074.8","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Passenger rail transport","Dollars","81","millions","6","v1001802808","6.3.5","37.3","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Passenger water transport","Dollars","81","millions","6","v1001802809","6.3.6","15.1","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Interurban, charter and tour bus transport","Dollars","81","millions","6","v1001802810","6.3.7","87.4","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Taxis","Dollars","81","millions","6","v1001802811","6.3.8","53.1","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Vehicle rental","Dollars","81","millions","6","v1001802812","6.3.9","38.8","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Vehicle repairs and parts","Dollars","81","millions","6","v1001802813","6.3.10","972.1","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Vehicle fuel","Dollars","81","millions","6","v1001802814","6.3.11","1742.7","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Total accommodation","Dollars","81","millions","6","v1001802815","6.3.12","988.8","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Hotels","Dollars","81","millions","6","v1001802816","6.3.13","672.9","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Motels","Dollars","81","millions","6","v1001802817","6.3.14","92.0","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Camping","Dollars","81","millions","6","v1001802818","6.3.15","126.7","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Other accommodation","Dollars","81","millions","6","v1001802819","6.3.16","97.2","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Total food and beverage services","Dollars","81","millions","6","v1001802820","6.3.17","1938.7","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Meals from accommodation","Dollars","81","millions","6","v1001849015","6.3.18","81.3","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Meals from restaurants","Dollars","81","millions","6","v1001802821","6.3.19","1405.7","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Alcoholic beverages from accommodation","Dollars","81","millions","6","v1001802822","6.3.20","25.5","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Alcoholic beverages from restaurants","Dollars","81","millions","6","v1001802823","6.3.21","321.1","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Meals and alcoholic beverages from other tourism industries","Dollars","81","millions","6","v1001802824","6.3.22","105.1","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Total other tourism products","Dollars","81","millions","6","v1001802825","6.3.23","2340.9","","","","1"
"2014","Quebec","2016A000224","Domestic demand","Recreation and entertainment","Dollars","81","millions","6","v1001802831","6.3.24","698.4","","","","1"
